target,user,text,cleaned_text
4,jennielle,Anime Saturday about to start. New episode of bleach.  Yea ,anime saturday about to start new episode of bleach yea
0,idflyfan55,At home on a blustery night! Rather be here then trapped somewhere with no power. Got my mac to keep me warm! haha Wish it wasn't so! ,at home on a blustery night rather be here then trapped somewhere with no power got my mac to keep me warm haha wish it wasnt so
0,anntrash781,onto my last piece of hw....a big ten pg paper...i dont even know how i'm going to do it. due next wednesday. ,onto my last piece of hwa big ten pg paperi dont even know how im going to do it due next wednesday
0,nikkibelsheMTBC,@LaurieMit It was so heartbreaking!  After calling 1st time we heard him yelling at HER for calling cops   Made it worse for a while.,it was so heartbreaking after calling st time we heard him yelling at her for calling cops made it worse for a while
4,shabannon,good morning everyone ,good morning everyone
0,iAmSongByrd, My head really hurts!!!!!,my head really hurts
4,LakerGirl626,@maykobe24 Mija make that salad u made the other day w/avocados &amp; also make the soup...I will be over soon. thanks ,mija make that salad u made the other day w avocados &amp also make the soupi will be over soon thanks
0,foxy_james,Just had the bus ride from hell &gt; Why put on a single when the double is nearly always full? Got that bus back as well. Stupid Arriva ,just had the bus ride from hell &gt why put on a single when the double is nearly always full got that bus back as well stupid arriva
4,kalinga,"@dinidu thats life man, you never get attention from the one you need attention from ",thats life man you never get attention from the one you need attention from
4,rosiehardesty,Wide awake and ampd up on Redline: 7 hour energy. HE HE HA HA. I am slowly losin it. ,wide awake and ampd up on redline hour energy he he ha ha i am slowly losin it
0,theStephBox,I still can't sleep.  Fuck...,i still cant sleep fuck
4,inexplicable,@morfinrider nice. So next time I visit you and @indrajitpal I'll check in blue frog first ,nice so next time i visit you and ill check in blue frog first
0,dannerrockzz,"@LDelphian I'll share your giddy with ya! I totally understand, wish I could be there ",ill share your giddy with ya i totally understand wish i could be there
4,abacab1973,@Gailporter ...and too late for me not to be asleep. We should form an Insomniac's club ,and too late for me not to be asleep we should form an insomniacs club
0,primaveron,@LimeIce awww... dangness!  i cant wait to see the picture!  lime green elements...wooot!,awww dangness i cant wait to see the picture lime green elementswooot
0,SarahYeahMeToo,Is any one awake still im lonely ,is any one awake still im lonely
0,volacious1,the office is such a fkn mess !  i just wanna go back to sleep,the office is such a fkn mess  i just wanna go back to sleep
4,JanPattersonRN,"#followfriday @Jason_Pollock (sry, Jason!), @twitanthropy, @earlyword, @denmarked, @storyofstuff, @vph, @IPPNW, &amp; http://bit.ly/asI-today ",sry jason       &amp
0,ZeenaBoBeena,@thecutiedisease ,
0,Mincess,Still awake! Someone is heavy on my mind ,still awake someone is heavy on my mind
4,ciara73,@ddlovato wow winona ryder!! Thats so cool! ii bet she was saying 'oh my gosh thats demi lovato' but too shy to say hi ,wow winona ryder thats so cool ii bet she was saying oh my gosh thats demi lovato but too shy to say hi
4,bjlight2000,@jimilee73  You know there could be a highth difference;or some lame excuse like that ,you know there could be a highth differencer some lame excuse like that
4,gabilovesjoemac,@little_judyka Juditka itt a pasid! ,juditka itt a pasid
0,burbleon,@CreativeWolf been trying.. but i gotta go to work tomo..on a sat ,been trying but i gotta go to work tomoon a sat
0,NicoleCristelli,@IAmWanderlust We need to fix my computer first. Its taken to making a strangely loud whirring noise at random intervals. ,we need to fix my computer first its taken to making a strangely loud whirring noise at random intervals
4,GamersAtHome,New Video On The Website ,new video on the website
4,DJBenz,yall remember beyonce back wen she was destiny's child?? whhen she was a regular? she was fly then ,yall remember beyonce back wen she was destinys child whhen she was a regular she was fly then
4,Anjuli_nz,@Azlemed whats spd? hope you feel better soon ,whats spd hope you feel better soon
0,sammiematson,@wolleymm oh no!!! stomach ill? or something else  Feel better!,oh no stomach ill or something else feel better
0,DaFitz72,hopefully I can get some sleep...so far it doesn't look like it ,hopefully i can get some sleepso far it doesnt look like it
4,rickcannon,Add my new band! myspace.com/thedictionaryscene ,add my new band
4,philiplaureano,"@noopman Heh. Not quite. I've become an Iranian activist for a day.  And yeah, I guess you can call me green with Swedish #oredev envy",heh not quite ive become an iranian activist for a day and yeah i guess you can call me green with swedish envy
0,sevillaisabel,@ultra8201 ugh. They sold out in Dallas ,ugh they sold out in dallas
0,BonesCrazy24,Gutted. The kitchen is empty literally EMPTY. No even kidding. I'm so hungry ,gutted the kitchen is empty literally empty no even kidding im so hungry
0,babblefishx3,I feel bad for Chuck Bass. ,i feel bad for chuck bass
0,slamocka,getting a suntan with textbooks of journalism methodology... 2 exams&amp;15 pages of bachelor essay left!!! hate this week ,getting a suntan with textbooks of journalism methodology exams&amp15 pages of bachelor essay left hate this week
0,bantai,Woke up with a sore throat and a runny nose this morning. Why always just as I go on vacation? ,woke up with a sore throat and a runny nose this morning why always just as i go on vacation
4,foxwelian,@sjean70 What CD or recording is that? Sounds great. Have you got the ABWH show from 1989? That had a great solo spot from Howe. ,what cd or recording is that sounds great have you got the abwh show from  that had a great solo spot from howe
0,DrewHamilton,peculiar dreams haunted by the ex i still love prevented me from sleeping well last night. I alreay need a nap. ,peculiar dreams haunted by the ex i still love prevented me from sleeping well last night i alreay need a nap
4,ChristianIvann,I REALLY like this Kanye video for PARANOID. Songs catchy too not to mention Rihanna  http://bit.ly/vwTCO,i really like this kanye video for paranoid songs catchy too not to mention rihanna
4,miszerica,@quinland thankssss  *mwah*,thankssss *mwah*
0,Megster10122,so unbelievably hot  but ice lolly is doing its job (Y),so unbelievably hot but ice lolly is doing its job y
4,Jorasheed,http://twitpic.com/6tlqr Cement for the first time ,cement for the first time
0,fotbalromania,http://bit.ly/bDtTW  Adrian Mititelu: &quot;S�ntem victime. Nu-mi vine s? cred �n ce situa?ie ne afl?m&quot; ,adrian mititelu &quotntem victime nu mi vine s cred n ce situaie ne aflm&quot
4,dogstrust,@nuttycow Lynne! She's a behaviour expert. Glad you watched. ,lynne shes a behaviour expert glad you watched
4,anthooony,Awake. Felt like I slept for years. ,awake felt like i slept for years
4,DonJuanDiDennis,@TJeuro you  too ,you too
4,lesliesinks,@tjt72 I hope I find 'the one' someday ,i hope i find the one someday
0,Luv_ChelseaFC,"Hoping for a draw today, dont think Chelsea is ready for this match thanks to that stupid ref ",hoping for a draw today dont think chelsea is ready for this match thanks to that stupid ref
4,pijamadaplatano,follow us please!!!! ,follow us please
4,maLLows2209,bye twits ..gotta go ..i'LL be back S0000n !! haha ,bye twits gotta go ill be back s0000n  haha
4,matthewross,off to the riteaid... then time to make my list of what to do today... still loving spring break ,off to the riteaid then time to make my list of what to do today still loving spring break
4,Kat77,@elizaapresley all my life. when i live right...everything i could ever need is there. it's amazing. ,all my life when i live righteverything i could ever need is there its amazing
4,Rosie21,@hellorachael good luck on that one ,good luck on that one
4,Wendywitwoo,Evening Tweeties! ,evening tweeties
0,EzraSpurlin,Mommy really misses my sister and brother  She is sad she can't be there to give them their good morning kisses.,mommy really misses my sister and brother she is sad she cant be there to give them their good morning kisses
0,LadyLucius,@JollyAndy hey!  It turns out I have to work tonight   I tried to switch but a co worker decided to have her baby shower tonight,hey it turns out i have to work tonight i tried to switch but a co worker decided to have her baby shower tonight
4,sameenr,"@TheMandyMoore i know, its always great to have family around! ",i know its always great to have family around
0,calinbleu,"Morning all, one very wet morning in glasgow and yet it's time to go out ",morning all one very wet morning in glasgow and yet its time to go out
4,sinatrasdoll,@ceannieboy I wish I was there. God I miss it! Enjoy the clouds for me ,i wish i was there god i miss it enjoy the clouds for me
4,JosephJay,"@mukund: welcome to Chennai.. and I'm sorry to say this, but wait till its 2 PM and try going out...  ", welcome to chennai and im sorry to say this but wait till its pm and try going out
4,ArtgalAZ,@pat_ess Since T will be away - COME TO TUCSON!!!  ,since t will be away   come to tucson
0,Extremo,@Mediamum Oooo... Sucks to be you... ,oooo sucks to be you
4,mystryn,why do gorillias have such big nostrils?......... Cos they have big fingers  ,why do gorillias have such big nostrils cos they have big fingers
4,andikuhn,@averygoodyear Have you seen the breast milk cream kit I reviewed on Your Mama?  BRILLIANT for rashes   Just sayin.  www.SudzyBaby.com,have you seen the breast milk cream kit i reviewed on your mama brilliant for rashes just sayin wwwsudzybabycom
0,luvinmesomed,@kamy775 It's gonna be hot here today too. today is Ryan's last day of pre-k. I can't believe it!  I've been a SAHM since I had him!,its gonna be hot here today too today is ryans last day of pre k i cant believe it ive been a sahm since i had him
4,smellslikejess,@Jamie_Cartledge Oh right. And yeah I did. I cba to revise it's too sunny! ,oh right and yeah i did i cba to revise its too sunny
4,beafluteiful,With tiffany at chilis! ,with tiffany at chilis
4,ceskelly,"It's hot and sunny, the pool is open, and @roseround is back! Good times  And we're having pizza for tea mmmm",its hot and sunny the pool is open and is back good times and were having pizza for tea mmmm
4,BSBSavedMyLife,"@modelmelodyejoy Hey, you!  Where ya been, eh?  ",hey you where ya been eh
4,EmBooElite,Sleepy tiem then a final and i'm halfway there ,sleepy tiem then a final and im halfway there
0,Stellss,"I'm having a really hard time at the moment, but i remain positive.. for now! OH i just hope that all of this will end soon ",im having a really hard time at the moment but i remain positive for now oh i just hope that all of this will end soon
0,MINXSTYLE01,MY MOM NEVER CAME HOME AND CALLED REALY EARLY BUT I WAS A SLEEP AND NOW SHE WONT ANSWER THE PHONE AND SHE IS NOT AT WORK I AM SCARED! ,my mom never came home and called realy early but i was a sleep and now she wont answer the phone and she is not at work i am scared
0,Eves1,@dlnorman I took the car today ,i took the car today
0,PhotoFrankie,Bad day. Stayed up late making business cards. Tired woke up early 4 rainy parade. Traffic wrong turns stopped by cops. Tie soccer game. ,bad day stayed up late making business cards tired woke up early rainy parade traffic wrong turns stopped by cops tie soccer game
0,Shawn_Durkin,"@Greenspeak agreed!! Can't wait for the Old Republic, and of course, you're opinion on the next OOTG,damn I miss GFW/CGW ",agreed cant wait for the old republic and of course youre opinion on the next ootgdamn i miss gfw cgw
4,sophz_x,"allow this, going to play with my rockband drums ",allow this going to play with my rockband drums
0,Peter_lzh,Feel so uneasy without my mbp ,feel so uneasy without my mbp
0,caidalica,"Twitter open but nothing to tweet,no reply,nothing.I'm feel lonely ",twitter open but nothing to tweetno replynothingim feel lonely
0,JessicaMcNichol,"is worried about my doggie!! I just found a brown looking lump on her neck...her hair is gone there too!  Andrea, help!!",is worried about my doggie i just found a brown looking lump on her neckher hair is gone there too andrea help
4,DL378,@jordanknight @jordanknight Thank you so much for the updates and pictures!!  Keep having fun ,thank you so much for the updates and pictures keep having fun
0,brdlssjssfllwr,"I am trying to pass the time, prom is in a few hours and i have too much time to kill ",i am trying to pass the time prom is in a few hours and i have too much time to kill
4,PageElizabeth,Taking pictures with my favorite cousin. ,taking pictures with my favorite cousin
4,williraj,"@KrisAllenmusic Hey, you are son adorable!! Your wife must be so proud. ",hey you are son adorable your wife must be so proud
0,claire3110,@ james and paul how you get followers i want some ,james and paul how you get followers i want some
4,Belanova89,hey hey im on twitter!! lol good morning katy girl ,hey hey im on twitter lol good morning katy girl
4,steveshears,jESUS+ church+ fellowship+ friends+ family+ beach +steaks + grills  = shiny happy people holding hands on a beautiful  Sunday afternoon ,jesus+ church+ fellowship+ friends+ family+ beach +steaks + grills = shiny happy people holding hands on a beautiful sunday afternoon
0,georgiaface,Big worried hugs are being sent to @meg_la_mania and @nova_caine. I'm sure Pops will just be wandering. ,big worried hugs are being sent to and  im sure pops will just be wandering
0,Chetti990,cant sleep  terrible timing too since its finals week and all,cant sleep terrible timing too since its finals week and all
0,cutovac,Bored with Twitter ,bored with twitter
4,problemchylde,@masteradept hee i've seen that before.  it makes me giggle every time. ,hee ive seen that before it makes me giggle every time
4,danakeli,Watching Vana play soccer in Ashcroft. ,watching vana play soccer in ashcroft
4,tdm911,@stevieenglish Guy from Six feet under? Awesome! I might just go 'acquire' that now!  Thanks for the recommendation!,guy from six feet under awesome i might just go acquire that now thanks for the recommendation
0,PearlBrownie,@ihatekennybuggz why not? well maybe that's  a guud thing have it in nov so i can be able 2 be there live in Amsterdam ,why not well maybe thats a guud thing have it in nov so i can be able be there live in amsterdam
4,mike_gomez,"Just got a letter from Margot Mache in the mail. Margot, if you read this, you just made my life 1000 times happier ",just got a letter from margot mache in the mail margot if you read this you just made my life times happier
4,iTux,5d on 1.1 with manual control. superb! ,d on with manual control superb
0,Kyoushu,"Decided to forgive Beastie Boys in new Star Trek, First Contact had Hendrix and the line &quot;Lets Rock and Roll&quot; ",decided to forgive beastie boys in new star trek first contact had hendrix and the line &quotlets rock and roll&quot
0,Kelsey1991,So I just went to move my car and there were ants all around my car. I hate ants. Now I feel like they're crawling all over me. ,so i just went to move my car and there were ants all around my car i hate ants now i feel like theyre crawling all over me
0,KellyBOB09,Hayleyy Where Are Youu? You Been Missinng 2 Dayss??? ,hayleyy where are youu you been missinng dayss
0,lilyofthepalms,FedEx guy was supposed to be here at 5... I'm getting a little perturbed that my weekend is being postponed for this. Boo hoo ,fedex guy was supposed to be here at  im getting a little perturbed that my weekend is being postponed for this boo hoo
4,h_elga,"I wrote a long time. So we'll go to Bord�ny at night and dance for the population D Hanna will come with us, too and we'll laugh a lot ",i wrote a long time so well go to bordny at night and dance for the population d hanna will come with us too and well laugh a lot
4,alyssalebsock,Watching UP again with the family. I love birthday time ,watching up again with the family i love birthday time
4,RoyalPains_USA,@avaAmyV182 Glad you found us-- stick around! ,glad you found us   stick around
4,marismith,w00t!!! Having an outstanding day!! Fab lunch with my bud @Paul_Lemberg &lt;-- def follow this über sharp guy!! ,w00t having an outstanding day fab lunch with my bud &lt   def follow this ber sharp guy
4,EternalCow,@YasmineGalenorn Pele is wonderful as long as you're courteous to her. ,pele is wonderful as long as youre courteous to her
0,Aharara23,oy and i have work from seven in the MORNING until three in the afternoon!! that is so frustrating!! ,oy and i have work from seven in the morning until three in the afternoon that is so frustrating
4,rdiaz03429,"aaahhh the weekend, best part of the week  ",aaahhh the weekend best part of the week
0,AnythingButMine,"i'm so beat, its only 8:30 but i cant keep my eyes open ",im so beat its only 30 but i cant keep my eyes open
4,Stay__Beautiful,Just had an awesome time chattin with everyone!!! Thanks all!! ,just had an awesome time chattin with everyone thanks all
0,williambond,Face time ,face time
0,ksearles625,i have a very sick pup ,i have a very sick pup
0,Autsa,Man it is SO dead on the internet today.  Everyone's gone to church and left me at the synagogue. ,man it is so dead on the internet today everyones gone to church and left me at the synagogue
4,bombarie,"@LobotomyKid Working as well on a day like this?  Gedeelde smart, I guess.  Work it boy, work it work it work it!  Succes he ",working as well on a day like this gedeelde smart i guess work it boy work it work it work it succes he
4,PremaLucas,@alandavies1 diggin' your moustachio! Looking good daddio! ,diggin your moustachio looking good daddio
4,aimeexzarnow,"@samanthablews Krudd said the test was negative, but it would be interesting if he was.  So glad none of ATL have swine flue",krudd said the test was negative but it would be interesting if he was so glad none of atl have swine flue
4,sincerelysarahx,"Finishing getting ready, then off to GRADUATION! ",finishing getting ready then off to graduation
0,cjedmonston,179 contacts in phonebook and can't find one peep to watch the furry kid for my day trip.  #dogsitterfail,contacts in phonebook and cant find one peep to watch the furry kid for my day trip
0,itslisajean,@Linc4Justice im working on a friday nite ,im working on a friday nite
0,aikisteve,@peterelst Great! hopefully I'll be there as well. But it's still not clear whether or not I'm going to make it. It's out of my hands ,great hopefully ill be there as well but its still not clear whether or not im going to make it its out of my hands
0,jazzyj889,@Tyrese4ReaL my ex ,my ex
0,_andre1313,@babygirlparis U MUST COME IN ITALY PARIIIIS!!! ,u must come in italy pariiiis
0,monkeyape123,"happy fathers day, can't be with my dad today  cuz he's in Suriname  ",happy fathers day cant be with my dad today cuz hes in suriname
0,thedirtbird,@bedlamsbard get well Katrina!  I'm sorry you're in so much pain ,get well katrina im sorry youre in so much pain
4,Jessica2Karma,"Getting ready for part 2 of the rest of my saturday, what about you tweeters???? ",getting ready for part of the rest of my saturday what about you tweeters
0,lilixd,Cant sleep!..head full of NOT so great thoughts.. ,cant sleephead full of not so great thoughts
4,sofiiwwcxmc,the best week of all! wohoo! ,the best week of all wohoo
4,specialb77,TGIF!!! ,tgif
0,squirtle_meow,no one replies to me  ,no one replies to me
0,magicswebpage,Guys i dont think chris loves me   he never show me attenition or affection   i think its time to end it.  What you think?,guys i dont think chris loves me he never show me attenition or affection i think its time to end it what you think
4,rochelleloyola,hello twitterworld. how's everyone? i just got home from a one week vacation in palawan. ,hello twitterworld hows everyone i just got home from a one week vacation in palawan
0,PetaDeLa,More shoes dead and gone---- thanks molly ,more shoes dead and gone     thanks molly
0,SoulAfrodisiac,"Good things come in small packages (me), so you already know I am not even trying to take pics! Wish I could tho ",good things come in small packages me so you already know i am not even trying to take pics wish i could tho
0,MZtatii,"I hate rainy days  they make me xtra lazy, stayin in bed ALL day.",i hate rainy days they make me xtra lazy stayin in bed all day
0,RawrEli,@Nety5 I want some tooo! ,i want some tooo
0,liezl54,"What an early morning,forgot my access card and now really need to go  ",what an early morningforgot my access card and now really need to go
4,BodyLogicMD,@twitterbo is there anything Vitamin D doesn't do?  ,is there anything vitamin d doesnt do
0,RachelKanter,@KayesSEA All MDA camps were cancelled nation wide due to an outbreak at 3 camps this year -- kids are more susceptible  I'm sad!,all mda camps were cancelled nation wide due to an outbreak at camps this year    kids are more susceptible im sad
0,its_kristinnn,one more day until i'm crazy busy again ,one more day until im crazy busy again
0,samdelivett,@tommcfly love your glasses! are they wayfarers? I had a few pairs but had to sell ,love your glasses are they wayfarers i had a few pairs but had to sell
0,BrittanyxxJonas,"brittani got her package from me yesterdaaay! she cried  haha, so many memories. imissmybestfriendsomuch.&lt;3",brittani got her package from me yesterdaaay she cried haha so many memories imissmybestfriendsomuch&lt3
0,MsNaz,@Gothicwiccan16 ahhh could be better .. Feeling really sick ..  how r u Hun?,ahhh could be better  feeling really sick  how r u hun
0,AdrianneCurry,"caught a bug from my brother, a really BAD one. my throat is killing me and I'm hacking my ass off ",caught a bug from my brother a really bad one my throat is killing me and im hacking my ass off
0,TheRealJerri,@anyidiot yeah I have tried everything I can think of ,yeah i have tried everything i can think of
4,TorstenSchaub,Looks funny but interesting ,looks funny but interesting
0,SavingEveryday,wish I was going to blogher ,wish i was going to blogher
0,MellonCatis,@Jinx_ i cant afford to fllyyy thoouughh ,i cant afford to fllyyy thoouughh
0,decoyeuan,sorted. came home to my mum's to try and get some new songs demoed away from distractions of glasgow and i've forgotten my headphones ,sorted came home to my mums to try and get some new songs demoed away from distractions of glasgow and ive forgotten my headphones
4,juliannaperez,just crossed the border so we are now in South Carolina. ,just crossed the border so we are now in south carolina
4,howardisawesome,House of prime rib ,house of prime rib
0,BrittanyMcfly,would like to go to the beach but it is to cold and wet ,would like to go to the beach but it is to cold and wet
0,CollsMarie,ahh keep tossin n turnin cant fall asleep! too much on my mind ,ahh keep tossin n turnin cant fall asleep too much on my mind
4,CarlaaLOUISE,@cheekymaltesa10 we will make him get the day off work LOL! or swap shifts  Or there is sunday :S ?,we will make him get the day off work lol or swap shifts or there is sunday 
0,qteepye1481,Damn!!! Jury Duty  Up bright and early,damn jury duty up bright and early
0,LiLmsSunShine4,i cant get my ubertwitter to work ,i cant get my ubertwitter to work
0,mohamedragab,My room is up side down ,my room is up side down
4,druey,Just put what I hope to the be the last tank of Unleaded in my car in a long time. ,just put what i hope to the be the last tank of unleaded in my car in a long time
4,StridentUK,@StuartGarrard Excellent first column! ,excellent first column
0,Tnicholsjr,"finally checking twitter, jealous of those who can celebrate Calvin 500 in Geneva ",finally checking twitter jealous of those who can celebrate calvin in geneva
4,gufina,@turbulence_sg it was a weird (and scary) email on facebook! ,it was a weird and scary email on facebook
4,ItsMysticBitch,susan boyle cant leave i want her to win  gahhddd noo she cant give up!! i mean come one !,susan boyle cant leave i want her to win gahhddd noo she cant give up i mean come one 
0,lady_alkro,Going to CT for the rest of the weekend for the DMB concert. Have a great weekend everyone! &lt;3 No updates for a few days. ,going to ct for the rest of the weekend for the dmb concert have a great weekend everyone &lt3 no updates for a few days
0,LindseyKate228,First day working at intel and I'm exhausted. ,first day working at intel and im exhausted
4,jchutchins,@ghostfinder Hah! I'll let everyone know when it arrives. ,hah ill let everyone know when it arrives
4,MERutherford,Raef (Apprentice 2008) is on Breakfast along with that good looking business woman (don't know her name) lol! Wooooooo ,raef apprentice  is on breakfast along with that good looking business woman dont know her name lol wooooooo
0,luco101,working is not fun. ,working is not fun
4,fcurella,@v3c feedbacks are welcome ,feedbacks are welcome
4,Jmeowerz,@JonathanRKnight:@jordanknight oh love that idea , oh love that idea
4,DanijelMajcen,I'm playing loto! Its 26 mil. HRK... Oh I just need that money ,im playing loto its mil hrk oh i just need that money
4,mandyjeanclyatt,Excited to spend time with my family and see Bri's new apartment ,excited to spend time with my family and see bris new apartment
0,brendafreitas,"@dougiemcfly i have a video of my dog, she's dead   it's really funny i'll upload it for you.",i have a video of my dog shes dead its really funny ill upload it for you
0,antfinn,"hmm, feeling very tired today and ive got a huge headache ",hmm feeling very tired today and ive got a huge headache
4,realerika,Fun evening with our small group ,fun evening with our small group
4,Totally_Toni,@chatterboxcgc any pic of you ma'am ,any pic of you maam
0,holapjay,@he1e thats abit harsh  its obvious you don't,thats abit harsh its obvious you dont
4,jemillahayne,@margotrobbie that's alright.  you were on late last night/early this morning! What have you been up to? Glad to know you'll be on more. X,thats alright you were on late last night early this morning what have you been up to glad to know youll be on more x
4,gdaga,"is located at the northernmost latitude in his life, and is continually beating this record every second ",is located at the northernmost latitude in his life and is continually beating this record every second
0,AlexDScott,@Dojie I'm here! Gutted the w/e's over  Miss ya! xoxox,im here gutted the w es over miss ya xoxox
4,moonthroughfog,"@jmliss wow, thank you ",wow thank you
0,chicitalianjob,@cnnbrk looks like the reformers are losing out...too bad ,looks like the reformers are losing outtoo bad
4,MyInnerBitch,@MyInnerSexFiend let's see whos on board first. Give me a min... If it's just you and me could be boring...lol... ,lets see whos on board first give me a min if its just you and me could be boringlol
4,findstiles,Love all the great feedback on the video...thanks ,love all the great feedback on the videothanks
0,Rizzo29,Mobile Twitter doesn't want to work for me ,mobile twitter doesnt want to work for me
0,samsam_says,Still no power. So pissed off ,still no power so pissed off
0,heyitsbea,"Freakin school starts next week. @-| goodbye, sleepless yet great summer nights. ",freakin school starts next week   goodbye sleepless yet great summer nights
4,twilighter_1997,im very tired even though i slept 11 hours last night   i miss my friends .x,im very tired even though i slept hours last night i miss my friends x
4,ZacharyCain,blah blah. did my double full!! ready for cheer wednesday!! ,blah blah did my double full ready for cheer wednesday
4,Lonsay2,Its raining.like crazy in Idaho... But on the flip side I think that I found the housing that I want to live in! ,its raininglike crazy in idaho but on the flip side i think that i found the housing that i want to live in
4,lyciabycia,@nienerenee hahaha niene ur soo smart.! lmao i think that is who its by..  good lookin.. whts up gurlie?? i come home this weekend.!,hahaha niene ur soo smart lmao i think that is who its by good lookin whts up gurlie i come home this weekend
4,fridabraathen,LVATT is on Trending Topics  yeeey ,lvatt is on trending topics yeeey
4,angelandz,@DianaLeeIris Want to see a lol I made of that picture of Sandy that I gave you the link for? ,want to see a lol i made of that picture of sandy that i gave you the link for
0,joliramos,want that 2 happen.  God give me grace n strength to make it idk how else to say i w/o getting emotional...yuck ,want that happen god give me grace n strength to make it idk how else to say i w o getting emotionalyuck
4,kandlem7,funny cat on icanhascb - http://tinyurl.com/cnppmc - Have a nice day for all! ,funny cat on icanhascb     have a nice day for all
4,leeeunjee,I am going to love APUSH ,i am going to love apush
4,Matilda92,need more people to follow me please ,need more people to follow me please
0,AppleStory,Again and again and again ... I forget to take medicine ,again and again and again  i forget to take medicine
0,whydelila,@IskaNekonome I'm not about on Tuesdays- childline ,im not about on tuesdays  childline
4,skg212,Friday couldnt have come any slower....But im so glad its here ,friday couldnt have come any slowerbut im so glad its here
0,NICQUEENCOLE,http://twitpic.com/7z1se - Yup.... I miss him    Boooooo me,  yup i miss him boooooo me
4,bethanybbycks78,Eating Fruity Pebbles for breakfast nom ,eating fruity pebbles for breakfast nom
4,JesykaCouture,@yungfr3sh718 here ,here
4,Lalutza,exam! wish me luck ,exam wish me luck
0,shamanshaa,summer school needs to be over alreadddy ,summer school needs to be over alreadddy
0,inked_dp,I FOUND MY CAT! he's in bad shape ,i found my cat hes in bad shape
0,valhallaLT,"@FantasyLTU hang tough , Ieva  millions hugs to you :*",hang tough  ieva millions hugs to you *
0,chelzer,kitten outside of the psych bldg.....looks lost.   dont know what to do with it....poor guy.,kitten outside of the psych bldglooks lost dont know what to do with itpoor guy
0,danidx3,is missing @juanoq17 &amp; doesn't want to think about packing tomorrow ! ,is missing &amp doesnt want to think about packing tomorrow 
4,XJulianX666,All watching Intervention while having an intervention! ,all watching intervention while having an intervention
4,Tj_pinkgurl,"@Tj_pinkgurl i'd like to visit Australia some day  (via @666armagedon) cool, yeah I wanna travel too",id like to visit australia some day via  cool yeah i wanna travel too
0,akcoder,r @jabigabo Its not here yet  Hopefully it will be on the truck tomorrow!,r its not here yet hopefully it will be on the truck tomorrow
4,LaQueSuena,I keep waiting still anticipating love... Never hesitating to become the fated ones    ? http://blip.fm/~68yjh,i keep waiting still anticipating love never hesitating to become the fated ones 
4,imdeo,decisions decisions.... mootools on modx OR kss on plone ,decisions decisions mootools on modx or kss on plone
0,LorMW,So much for a trip to the zoo today; it's raining....  I guess we are going bowling instead.),so much for a trip to the zoo today its raining i guess we are going bowling instead
4,bluehero,@lucy_whufc I wonder what that lady will do this time on the stage... ,i wonder what that lady will do this time on the stage
0,successorstate,"I wanted to use this opportunity to finally use my new luggage set... but uh, I'm only going to be gone for a night. ",i wanted to use this opportunity to finally use my new luggage set but uh im only going to be gone for a night
0,billycoover,The work I did to auto-copy the correct app config for diff development environments may not work 4 clickonce http://tinyurl.com/kq5c3o ,the work i did to auto copy the correct app config for diff development environments may not work clickonce
4,weshotthemoon,@indiekuri you tell us ,you tell us
0,keepingitdolo,My bro @bobbyrayii enjoyin an ice cream cone like a lil kid! Its started drippin excessively so he had to eat fast  http://mypict.me/4IC5,my bro enjoyin an ice cream cone like a lil kid its started drippin excessively so he had to eat fast
0,AshleyBreanneD,@LissaMoon lets see you tomorrow.   i'm moving stuff this weekend got my movers n evrhtng. tmw or thurs lady!!!,lets see you tomorrow im moving stuff this weekend got my movers n evrhtng tmw or thurs lady
0,Dylanleung,Busing to the park with matt its looking quite gloomy today ,busing to the park with matt its looking quite gloomy today
4,Adrexia,@RincewindTVD: was confused for a second when i received my own tweet from you. , was confused for a second when i received my own tweet from you
4,dawnrpayne,Squeezing in some internet time before Dustin goes to work ,squeezing in some internet time before dustin goes to work
4,FollowerTrain,"ahh, #Phish is trending!!! some person wrote &quot;And WTF is #Phish?&quot; psh... GOOD MUSIC THAT'S WHAT. Now I'll be humming myself to sleep ",ahh is trending some person wrote &quotand wtf is &quot psh good music thats what now ill be humming myself to sleep
4,meDriftwood,You've got it made.  WillMc,youve got it made willmc
0,babealertCEO,@ChocolateKellie We better stop w/all this &quot;chocolate talk&quot; or I'm gonna have to run to the store b/c I don't have any here ,we better stop w all this &quotchocolate talk&quot or im gonna have to run to the store b c i dont have any here
4,lizgrr,"is tipsy and lovin it! ahh, jacuzzi at midnight is the cure for all the world's troubles, trust me ",is tipsy and lovin it ahh jacuzzi at midnight is the cure for all the worlds troubles trust me
0,famously_blonde,"I slipped and fell so hard on the tile floor at work, I think I broke my butt. Ouchhhh ",i slipped and fell so hard on the tile floor at work i think i broke my butt ouchhhh
4,DustypupVI,"@mileycyrus Hang in there and have a great journey.  My girls adore you.  Thanks for all you give, Miley ",hang in there and have a great journey my girls adore you thanks for all you give miley
0,sarahlynette,i can't find jude ,i cant find jude
0,LilMissBunnyBoo,@MattBoyy1575 hopefully your arm is healed or else summer will suck for yu ,hopefully your arm is healed or else summer will suck for yu
4,Lorenai,@hashfunction but beer is better ,but beer is better
4,A_rEVOLution,@itstayloryall Welcome to Florida!! see you tonight!!!  xx,welcome to florida see you tonight xx
4,jessfairley,"needs a new photo, dont you think? i'l have a new one soon mabehhh ",needs a new photo dont you think il have a new one soon mabehhh
